freq(Hz) real imag
-372721.3541667 667.840 -57.622
-371093.7500000 -91.414 251.317
-369466.1458333 142.868 -312.516
-367838.5416667 87.525 375.353
-366210.9375000 -704.175 -243.041
-364583.3333333 -17.791 -740.638
-362955.7291667 -6.181 -517.580
-361328.1250000 386.881 -884.424
-359700.5208333 855.323 -207.567
-358072.9166667 455.707 128.054
-356445.3125000 331.802 390.411
-354817.7083333 -558.648 429.050
-353190.1041667 -669.958 -728.721
-351562.5000000 379.506 -852.234
-349934.8958333 511.508 -66.080
-348307.2916667 -49.870 104.694
-346679.6875000 -261.456 -280.257
-345052.0833333 -85.693 -462.217
-343424.4791667 -37.685 -516.237
-341796.8750000 132.594 -636.993
-340169.2708333 326.791 -561.491
-338541.6666667 479.630 -455.169
-336914.0625000 548.902 -127.544
-335286.4583333 193.054 58.118
-333658.8541667 24.964 -280.328
-332031.2500000 460.027 -354.617
-330403.6458333 453.079 292.494
-328776.0416667 -334.376 202.163
-327148.4375000 -67.393 -481.034
-325520.8333333 296.979 46.519
-323893.2291667 -388.297 63.282
-322265.6250000 -179.452 -494.321
-320638.0208333 29.330 -216.942
-319010.4166667 -162.898 -292.845
-317382.8125000 -74.308 -241.039
-315755.2083333 -466.630 -327.887
-314127.6041667 -268.386 -982.920
-312500.0000000 411.210 -867.934
-310872.3958333 472.956 -379.378
-309244.7916667 199.676 -226.540
-307617.1875000 101.537 -420.913
-305989.5833333 325.103 -407.218
-304361.9791667 258.742 -213.154
-302734.3750000 272.282 -243.692
-301106.7708333 235.109 107.055
-299479.1666667 -421.890 22.844
-297851.5625000 -294.727 -792.788
-296223.9583333 540.704 -575.229
-294596.3541667 182.002 203.653
-292968.7500000 -470.639 -276.860
-291341.1458333 21.436 -700.045
-289713.5416667 156.628 -360.577
-288085.9375000 119.375 -415.158
-286458.3333333 125.465 -119.350
-284830.7291667 -309.264 -381.881
-283203.1250000 270.674 -563.929
-281575.5208333 -141.412 173.799
-279947.9166667 -739.570 -820.343
-278320.3125000 415.038 -987.702
-276692.7083333 51.326 -227.193
-275065.1041667 13.125 -920.490
-273437.5000000 641.614 -284.558
-271809.8958333 -346.920 -21.017
-270182.2916667 -243.157 -975.104
-268554.6875000 405.515 -728.544
-266927.0833333 235.231 -449.069
-265299.4791667 223.797 -468.313
-263671.8750000 124.053 -329.745
-262044.2708333 -142.575 -499.557
-260416.6666667 59.418 -927.692
-258789.0625000 608.996 -742.789
-257161.4583333 519.179 -228.204
-255533.8541667 212.054 -123.335
-253906.2500000 -174.774 -161.462
-252278.6458333 -326.733 -847.028
-250651.0416667 558.375 -1036.239
-249023.4375000 643.096 -149.032
-247395.8333333 -26.747 -245.537
-245768.2291667 242.639 -531.137
-244140.6250000 68.189 -175.940
-242513.0208333 -237.439 -766.821
-240885.4166667 567.824 -888.514
-239257.8125000 427.857 -231.616
-237630.2083333 332.686 -612.756
-236002.6041667 830.820 96.761
-234375.0000000 -553.630 523.705
-232747.3958333 -731.262 -1027.966
-231119.7916667 356.238 -873.362
-229492.1875000 -56.790 -639.363
-227864.5833333 492.696 -1088.539
-226236.9791667 710.892 -202.389
-224609.3750000 11.559 -371.087
-222981.7708333 505.595 -571.027
-221354.1666667 195.182 -3.884
-219726.5625000 -156.713 -650.421
-218098.9583333 643.330 -648.695
-216471.3541667 384.377 185.292
-214843.7500000 -365.278 -93.466
-213216.1458333 -242.408 -578.732
-211588.5416667 -201.333 -605.439
-209960.9375000 -129.592 -1046.523
-208333.3333333 626.990 -957.329
-206705.7291667 435.756 -177.939
-205078.1250000 -77.301 -510.735
-203450.5208333 251.571 -568.238
-201822.9166667 -151.737 -494.059
-200195.3125000 156.302 -1103.479
-198567.7083333 508.967 -535.529
-196940.1041667 -42.639 -837.040
-195312.5000000 905.226 -1135.315
-193684.8958333 858.003 -27.257
-192057.2916667 213.949 -389.247
-190429.6875000 799.153 -297.169
-188802.0833333 243.724 400.401
-187174.4791667 -478.177 -75.255
-185546.8750000 -441.446 -806.572
-183919.2708333 344.983 -1181.901
-182291.6666667 891.520 -356.240
-180664.0625000 226.294 186.874
-179036.4583333 -294.530 4.047
-177408.8541667 -785.159 -518.911
-175781.2500000 -307.162 -1534.864
-174153.6458333 804.787 -1211.746
-172526.0416667 724.540 -445.454
-170898.4375000 524.479 -281.128
-169270.8333333 200.506 34.703
-167643.2291667 -395.228 -338.106
-166015.6250000 -30.728 -912.950
-164388.0208333 276.326 -538.671
-162760.4166667 -131.986 -590.224
-161132.8125000 166.635 -979.106
-159505.2083333 408.719 -695.368
-157877.6041667 393.220 -704.456
-156250.0000000 622.717 -408.521
-154622.3958333 264.470 -174.413
-152994.7916667 348.335 -229.235
-151367.1875000 -60.456 373.852
-149739.5833333 -1033.370 -318.074
-148111.9791667 -374.291 -1206.845
-146484.3750000 44.937 -758.878
-144856.7708333 -157.577 -794.189
-143229.1666667 11.845 -689.960
-141601.5625000 -480.455 -617.164
-139973.9583333 -524.776 -1379.477
-138346.3541667 119.606 -1596.467
-136718.7500000 600.701 -1454.157
-135091.1458333 1005.796 -761.526
-133463.5416667 209.578 -128.491
-131835.9375000 -252.642 -888.884
-130208.3333333 298.246 -1015.602
-128580.7291667 265.300 -791.559
-126953.1250000 308.266 -628.970
-125325.5208333 -256.190 -545.340
-123697.9166667 -154.796 -1334.400
-122070.3125000 409.180 -1019.588
-120442.7083333 119.404 -1011.091
-118815.1041667 585.022 -931.549
-117187.5000000 13.722 -406.514
-115559.8958333 -155.743 -1176.152
-113932.2916667 313.725 -864.606
-112304.6875000 -247.196 -949.614
-110677.0833333 214.511 -1351.361
-109049.4791667 198.167 -843.756
-107421.8750000 -249.364 -1179.741
-105794.2708333 102.205 -1716.287
-104166.6666667 833.524 -1491.233
-102539.0625000 583.368 -759.570
-100911.4583333 289.438 -1205.307
-99283.8541667 809.159 -735.011
-97656.2500000 -242.714 -495.268
-96028.6458333 32.642 -1390.844
-94401.0416667 -9.997 -739.850
-92773.4375000 -582.399 -1849.601
-91145.8333333 911.701 -1892.911
-89518.2291667 351.752 -894.826
-87890.6250000 164.023 -1629.484
-86263.0208333 473.454 -1408.525
-84635.4166667 453.363 -1739.264
-83007.8125000 1061.481 -1320.580
-81380.2083333 483.438 -956.640
-79752.6041667 484.881 -1225.102
-78125.0000000 263.979 -1212.938
-76497.3958333 624.250 -1622.636
-74869.7916667 746.425 -953.836
-73242.1875000 324.967 -1287.064
-71614.5833333 868.481 -878.676
-69986.9791667 -349.043 -424.673
-68359.3750000 -673.948 -1658.648
-66731.7708333 -350.718 -2003.664
-65104.1666667 144.458 -2748.442
-63476.5625000 1186.304 -2041.876
-61848.9583333 288.189 -1603.434
-60221.3541667 674.678 -2504.422
-58593.7500000 1295.743 -1722.743
-56966.1458333 632.360 -1455.295
-55338.5416667 487.481 -1745.321
-53710.9375000 392.852 -1968.030
-52083.3333333 598.256 -2274.597
-50455.7291667 848.860 -2243.086
-48828.1250000 889.845 -2195.477
-47200.5208333 983.311 -2305.695
-45572.9166667 1277.793 -2136.921
-43945.3125000 997.230 -1765.071
-42317.7083333 559.450 -2052.793
-40690.1041667 531.452 -2601.572
-39062.5000000 1154.751 -3025.445
-37434.8958333 1491.880 -2339.594
-35807.2916667 705.326 -2633.780
-34179.6875000 1572.257 -3259.381
-32552.0833333 1408.144 -2295.227
-30924.4791667 583.300 -3494.449
-29296.8750000 2088.477 -4224.351
-27669.2708333 2652.212 -3373.426
-26041.6666667 2422.544 -3023.975
-24414.0625000 1923.076 -3512.604
-22786.4583333 3072.096 -4482.158
-21158.8541667 3958.901 -3228.726
-19531.2500000 3221.903 -3418.167
-17903.6458333 4499.049 -3538.417
-16276.0416667 3957.149 -2308.224
-14648.4375000 3482.822 -3631.857
-13020.8333333 5012.232 -3948.385
-11393.2291667 5887.144 -3468.965
-9765.6250000 6862.249 -2396.806
-8138.0208333 6252.774 -1231.089
-6510.4166667 6268.621 -1655.124
-4882.8125000 7152.483 -770.975
-3255.2083333 6665.024 270.167
-1627.6041667 6311.904 377.817
0.0000000 6513.755 604.607
1627.6041667 6668.760 1311.932
3255.2083333 6450.957 2051.926
4882.8125000 5990.516 2881.177
6510.4166667 4952.827 3048.603
8138.0208333 5056.248 2829.588
9765.6250000 4503.593 3895.249
11393.2291667 3228.146 3155.381
13020.8333333 4016.901 2831.508
14648.4375000 3457.797 3673.523
16276.0416667 3054.420 3298.432
17903.6458333 2651.562 3741.947
19531.2500000 1939.590 2901.578
21158.8541667 2682.945 2962.758
22786.4583333 1681.572 3315.837
24414.0625000 1951.401 2216.190
26041.6666667 2463.322 3156.856
27669.2708333 1356.500 3230.443
29296.8750000 1253.911 2671.123
30924.4791667 1179.678 2384.197
32552.0833333 1505.385 2261.203
34179.6875000 1301.660 2367.469
35807.2916667 1733.091 2153.820
37434.8958333 1485.924 3224.035
39062.5000000 283.729 2534.115
40690.1041667 984.124 2075.743
42317.7083333 305.536 2374.145
43945.3125000 580.609 1059.432
45572.9166667 1690.206 1774.616
47200.5208333 983.063 2250.827
48828.1250000 1024.545 2038.307
50455.7291667 681.979 2275.319
52083.3333333 486.547 1802.652
53710.9375000 668.571 1660.029
55338.5416667 984.645 1527.854
56966.1458333 1203.350 2232.647
58593.7500000 255.273 2372.809
60221.3541667 250.358 1642.663
61848.9583333 466.766 1794.748
63476.5625000 215.350 1655.943
65104.1666667 361.203 1441.244
66731.7708333 495.176 1429.915
68359.3750000 641.030 1601.228
69986.9791667 335.614 1849.383
71614.5833333 35.905 1458.274
73242.1875000 468.937 1265.810
74869.7916667 374.554 1819.244
76497.3958333 -319.221 1389.633
78125.0000000 364.736 781.235
79752.6041667 580.385 1574.947
81380.2083333 -105.529 1326.949
83007.8125000 388.652 979.406
84635.4166667 378.393 1434.620
86263.0208333 112.973 1363.451
87890.6250000 -114.546 1231.118
89518.2291667 132.124 623.860
91145.8333333 902.170 1256.045
92773.4375000 -119.923 1918.630
94401.0416667 -506.248 866.306
96028.6458333 161.135 837.719
97656.2500000 -156.393 1046.185
99283.8541667 -175.446 541.392
100911.4583333 259.104 464.632
102539.0625000 360.947 621.555
104166.6666667 554.617 558.667
105794.2708333 830.011 1064.907
107421.8750000 124.912 1316.814
109049.4791667 273.961 574.444
110677.0833333 913.388 1327.337
112304.6875000 -243.287 1809.574
113932.2916667 -583.628 747.755
115559.8958333 -27.124 508.641
117187.5000000 183.448 527.008
118815.1041667 443.268 804.556
120442.7083333 76.493 1067.710
122070.3125000 -16.069 721.460
123697.9166667 182.965 940.736
125325.5208333 -451.098 998.656
126953.1250000 -448.379 29.939
128580.7291667 536.513 139.422
130208.3333333 128.594 754.815
131835.9375000 104.274 -28.933
133463.5416667 998.918 519.500
135091.1458333 58.435 1039.872
136718.7500000 224.768 -38.271
138346.3541667 1143.989 672.182
139973.9583333 387.299 1124.152
141601.5625000 616.198 792.178
143229.1666667 381.688 1660.752
144856.7708333 -768.945 1008.912
146484.3750000 117.768 76.144
148111.9791667 505.235 1104.776
149739.5833333 -525.364 955.304
151367.1875000 -54.912 227.889
152994.7916667 70.904 810.009
154622.3958333 -469.630 347.279
156250.0000000 202.736 -5.338
157877.6041667 303.440 401.324
159505.2083333 445.652 416.162
161132.8125000 195.595 1121.228
162760.4166667 -865.254 497.578
164388.0208333 -130.266 -535.393
166015.6250000 430.921 -134.560
167643.2291667 549.503 -287.172
169270.8333333 1244.188 99.945
170898.4375000 1010.323 869.955
172526.0416667 527.199 989.787
174153.6458333 208.414 767.537
175781.2500000 463.617 585.929
177408.8541667 240.948 1073.302
179036.4583333 -386.736 384.395
180664.0625000 613.087 -146.910
182291.6666667 937.172 854.153
183919.2708333 260.611 1072.149
185546.8750000 -19.726 874.189
187174.4791667 -177.723 468.363
188802.0833333 278.598 256.740
190429.6875000 289.203 634.795
192057.2916667 77.967 383.428
193684.8958333 498.653 345.024
195312.5000000 416.010 813.570
196940.1041667 -22.786 641.037
198567.7083333 280.725 258.851
200195.3125000 616.824 732.781
201822.9166667 88.317 1035.068
203450.5208333 -141.103 751.759
205078.1250000 -382.307 677.269
206705.7291667 -479.517 -92.228
208333.3333333 518.774 -227.710
209960.9375000 495.901 621.657
211588.5416667 15.789 374.710
213216.1458333 352.133 270.783
214843.7500000 211.323 507.860
216471.3541667 129.265 312.520
218098.9583333 204.090 284.091
219726.5625000 320.063 187.420
221354.1666667 436.838 479.837
222981.7708333 -65.320 337.446
224609.3750000 531.660 -352.290
226236.9791667 1285.899 646.113
227864.5833333 155.394 1237.112
229492.1875000 -60.051 280.752
231119.7916667 535.863 476.933
232747.3958333 98.936 690.417
234375.0000000 156.252 254.079
236002.6041667 434.574 396.697
237630.2083333 367.558 473.874
239257.8125000 481.566 503.775
240885.4166667 495.424 777.868
242513.0208333 133.361 1000.507
244140.6250000 -304.603 655.753
245768.2291667 -55.718 184.721
247395.8333333 233.997 318.374
249023.4375000 221.404 346.123
250651.0416667 392.516 504.843
252278.6458333 -15.105 778.995
253906.2500000 -346.031 99.148
255533.8541667 512.189 -277.436
257161.4583333 905.841 562.889
258789.0625000 287.947 915.381
260416.6666667 21.961 603.726
262044.2708333 137.513 408.964
263671.8750000 323.018 561.171
265299.4791667 -30.617 758.835
266927.0833333 -155.385 254.992
268554.6875000 265.837 319.383
270182.2916667 46.274 420.700
271809.8958333 347.510 300.118
273437.5000000 87.340 889.950
275065.1041667 -538.018 237.187
276692.7083333 182.206 -148.089
278320.3125000 183.350 257.739
279947.9166667 173.707 -17.463
281575.5208333 403.981 85.051
283203.1250000 555.778 -34.240
284830.7291667 1055.394 487.397
286458.3333333 365.361 1076.624
288085.9375000 78.285 518.487
289713.5416667 358.771 736.593
291341.1458333 -272.085 816.131
292968.7500000 -337.445 35.010
294596.3541667 350.616 -170.368
296223.9583333 746.428 293.815
297851.5625000 514.361 822.372
299479.1666667 -15.297 697.150
301106.7708333 247.610 307.008
302734.3750000 415.495 935.483
304361.9791667 -578.213 874.037
305989.5833333 -327.375 -188.599
307617.1875000 416.833 177.119
309244.7916667 61.206 431.337
310872.3958333 147.667 225.962
312500.0000000 164.706 367.837
314127.6041667 126.555 331.527
315755.2083333 23.911 346.388
317382.8125000 81.237 74.766
319010.4166667 327.226 212.793
320638.0208333 280.409 222.562
322265.6250000 466.912 494.979
323893.2291667 -192.212 573.645
325520.8333333 121.437 -264.065
327148.4375000 781.006 405.062
328776.0416667 126.588 673.511
330403.6458333 132.171 429.537
332031.2500000 -97.190 384.865
333658.8541667 200.242 32.692
335286.4583333 210.190 450.186
336914.0625000 32.564 -21.110
338541.6666667 616.785 307.074
340169.2708333 -140.709 403.456
341796.8750000 581.622 -382.923
343424.4791667 934.730 943.245
345052.0833333 -409.596 656.823
346679.6875000 323.484 -167.174
348307.2916667 429.264 570.765
349934.8958333 50.320 121.160
351562.5000000 680.114 168.770
353190.1041667 376.329 583.465
354817.7083333 400.416 233.330
356445.3125000 638.981 627.140
358072.9166667 179.956 609.890
359700.5208333 562.710 405.831
361328.1250000 377.825 1093.476
362955.7291667 -336.161 613.373
364583.3333333 200.061 180.956
366210.9375000 264.891 503.265
367838.5416667 325.280 365.819
369466.1458333 458.115 757.378
371093.7500000 -19.381 837.139
372721.3541667 -156.244 488.632
374348.9583333 91.542 185.310
375976.5625000 506.522 543.921
377604.1666667 -74.712 822.326
379231.7708333 53.284 184.330
380859.3750000 426.070 731.218
382486.9791667 -186.954 631.169
384114.5833333 324.246 407.155
385742.1875000 36.156 1057.834
387369.7916667 -473.832 608.109
388997.3958333 -347.034 318.554
390625.0000000 -98.066 -20.008
392252.6041667 379.342 446.675
393880.2083333 -353.810 589.208
395507.8125000 19.809 -154.683
397135.4166667 441.288 452.716
398763.0208333 120.931 459.202
400390.6250000 300.910 745.128
402018.2291667 -414.304 769.676
403645.8333333 -92.980 171.906
405273.4375000 -66.968 775.931
406901.0416667 -729.215 240.557
408528.6458333 -40.378 -279.092
410156.2500000 297.435 163.793
411783.8541667 167.706 425.689
413411.4583333 -119.103 383.290
415039.0625000 52.441 96.293
416666.6666667 231.263 348.488
418294.2708333 193.029 364.897
419921.8750000 276.336 801.626
421549.4791667 -570.605 866.226
423177.0833333 -531.470 2.844
424804.6875000 -37.403 154.523
426432.2916667 -230.930 260.289
428059.8958333 -296.419 134.538
429687.5000000 -285.751 -246.708
431315.1041667 443.496 -253.637
432942.7083333 293.715 544.619
434570.3125000 -258.349 176.707
436197.9166667 184.386 -10.082
437825.5208333 107.810 297.632
439453.1250000 1.744 160.670
441080.7291667 35.296 153.061
442708.3333333 42.425 42.498
444335.9375000 227.807 -6.211
445963.5416667 486.966 173.349
447591.1458333 320.553 712.777
449218.7500000 -368.971 526.911
450846.3541667 -203.674 -39.546
452473.9583333 -5.011 -37.151
454101.5625000 272.635 -270.134
455729.1666667 794.715 231.733
457356.7708333 273.674 813.570
458984.3750000 -219.193 434.440
460611.9791667 53.536 36.484
462239.5833333 392.295 374.725
463867.1875000 -111.972 597.195
465494.7916667 -93.389 31.747
467122.3958333 297.469 292.365
468750.0000000 39.373 351.862
470377.6041667 230.865 428.898
472005.2083333 -276.293 587.515
473632.8125000 -138.083 -64.713
475260.4166667 223.998 359.045
476888.0208333 -145.541 236.310
478515.6250000 250.575 327.183
480143.2291667 -380.447 585.945
481770.8333333 -254.526 -195.121
483398.4375000 115.228 211.214
485026.0416667 -242.088 -76.133
486653.6458333 432.240 -139.148
488281.2500000 264.525 416.327
489908.8541667 102.484 338.315
491536.4583333 -196.257 419.857
493164.0625000 -179.618 -234.398
494791.6666667 494.729 34.177
496419.2708333 143.741 352.242
498046.8750000 299.106 192.973
499674.4791667 201.066 623.179
501302.0833333 -207.696 477.408
502929.6875000 -256.182 216.547
504557.2916667 -37.709 -21.825
506184.8958333 129.654 308.504
507812.5000000 -296.720 152.302
509440.1041667 169.816 -173.609
511067.7083333 228.853 330.644
512695.3125000 -27.672 177.159
514322.9166667 117.914 228.329
515950.5208333 -61.967 221.216
517578.1250000 16.323 124.794
519205.7291667 2.418 77.235
520833.3333333 247.004 127.797
522460.9375000 -40.958 414.507
524088.5416667 -137.186 -68.496
525716.1458333 292.918 97.429
527343.7500000 38.383 258.518
528971.3541667 107.185 178.874
530598.9583333 -95.613 207.259
532226.5625000 169.113 -127.930
533854.1666667 367.331 440.914
535481.7708333 -289.502 358.618
537109.3750000 -33.334 -162.898
538736.9791667 313.519 9.467
540364.5833333 413.774 299.564
541992.1875000 97.283 643.084
543619.7916667 -274.603 376.790
545247.3958333 -206.655 201.286
546875.0000000 -288.290 39.935
548502.6041667 -39.321 -167.235
550130.2083333 111.094 -1.696
551757.8125000 66.723 35.677
553385.4166667 39.210 24.003
555013.0208333 91.389 -117.187
556640.6250000 342.391 -50.166
558268.2291667 321.233 192.299
559895.8333333 176.544 214.822
561523.4375000 163.364 141.151
563151.0416667 236.004 139.353
564778.6458333 318.554 203.905
566406.2500000 338.704 464.087
568033.8541667 -78.218 580.052
569661.4583333 -160.119 152.915
571289.0625000 126.675 260.889
572916.6666667 -162.461 374.992
574544.2708333 -198.045 105.107
576171.8750000 -141.782 17.101
577799.4791667 72.319 -118.622
579427.0833333 181.157 197.659
581054.6875000 -130.876 91.698
582682.2916667 161.037 -91.426
584309.8958333 169.055 184.834
585937.5000000 79.943 110.863
587565.1041667 58.015 204.533
589192.7083333 -71.804 -25.666
590820.3125000 302.646 -53.345
592447.9166667 216.690 267.307
594075.5208333 121.065 172.986
595703.1250000 116.847 310.799
597330.7291667 -96.512 204.971
598958.3333333 17.643 119.766
600585.9375000 -124.204 161.128
602213.5416667 -112.786 -129.372
603841.1458333 135.178 -158.858
605468.7500000 266.628 -95.151
607096.3541667 348.802 104.018
608723.9583333 169.777 134.388
610351.5625000 383.428 30.716
611979.1666667 426.538 506.424
613606.7708333 -128.625 540.743
615234.3750000 -191.431 152.291
616861.9791667 -93.370 59.295
618489.5833333 4.083 -45.976
620117.1875000 87.623 14.385
621744.7916667 111.829 -112.604
623372.3958333 455.992 24.914
625000.0000000 233.716 399.069
626627.6041667 77.429 193.508
628255.2083333 134.583 377.750
629882.8125000 -285.713 208.873
631510.4166667 70.454 -182.885
633138.0208333 202.108 215.937
634765.6250000 -66.469 55.198
636393.2291667 217.340 22.365
638020.8333333 34.326 212.183
639648.4375000 37.042 -57.649
641276.0416667 242.097 74.279
642903.6458333 120.592 139.974
644531.2500000 155.854 128.291
646158.8541667 55.715 163.938
647786.4583333 101.225 25.350
649414.0625000 196.905 173.194
651041.6666667 -22.147 197.928
652669.2708333 -13.322 -29.473
654296.8750000 144.759 -47.478
655924.4791667 219.626 -21.757
657552.0833333 334.452 95.549
659179.6875000 208.004 289.842
660807.2916667 29.810 182.285
662434.8958333 97.292 91.996
664062.5000000 87.377 104.733
665690.1041667 122.938 34.453
667317.7083333 200.088 80.499
668945.3125000 194.834 138.677
670572.9166667 140.882 203.255
672200.5208333 22.683 126.206
673828.1250000 123.032 10.155
675455.7291667 172.822 104.220
677083.3333333 105.406 57.946
678710.9375000 219.254 1.878
680338.5416667 289.331 123.426
681966.1458333 188.152 201.210
683593.7500000 137.909 88.466
685221.3541667 302.278 88.207
686848.9583333 263.175 278.409
688476.5625000 134.259 221.333
690104.1666667 197.969 214.083
691731.7708333 113.548 273.360
693359.3750000 77.383 178.891
694986.9791667 133.998 170.219
696614.5833333 140.016 200.446
698242.1875000 112.887 224.589
699869.7916667 95.745 207.860
701497.3958333 74.860 244.065
703125.0000000 -3.980 169.302
704752.6041667 117.675 141.891
706380.2083333 -2.430 274.968
708007.8125000 -72.447 15.415
709635.4166667 205.301 102.952
711263.0208333 -80.152 261.448
712890.6250000 -62.233 -137.797
714518.2291667 271.950 23.272
716145.8333333 36.988 152.096
717773.4375000 101.213 -96.849
719401.0416667 320.897 21.225
721028.6458333 272.421 181.706
722656.2500000 180.100 198.556
724283.8541667 198.743 160.579
725911.4583333 196.234 280.341
727539.0625000 31.401 226.904
729166.6666667 154.721 147.386
730794.2708333 67.989 317.236
732421.8750000 -62.162 104.772
734049.4791667 152.052 105.496
735677.0833333 15.300 207.297
737304.6875000 65.729 37.583
738932.2916667 139.489 197.966
740559.8958333 -35.940 126.508
742187.5000000 125.824 33.815
743815.1041667 92.753 189.975
745442.7083333 9.889 73.152
747070.3125000 116.101 85.790
748697.9166667 17.765 109.150
750325.5208333 82.858 -37.364
751953.1250000 214.789 78.866
753580.7291667 79.142 136.796
755208.3333333 110.043 -2.051
756835.9375000 225.674 79.956
758463.5416667 145.370 131.654
760091.1458333 173.188 79.526
761718.7500000 201.985 142.968
763346.3541667 183.635 161.029
764973.9583333 173.916 241.915
766601.5625000 6.469 247.289
768229.1666667 -21.807 55.243
769856.7708333 132.768 1.502
771484.3750000 202.245 90.156
773111.9791667 175.902 148.934
774739.5833333 161.062 172.053
776367.1875000 92.365 217.529
777994.7916667 4.949 101.327
779622.3958333 156.528 20.044
781250.0000000 179.068 168.641
782877.6041667 82.487 105.193
784505.2083333 214.471 88.141
786132.8125000 162.029 231.186
787760.4166667 72.455 142.882
789388.0208333 162.683 137.400
791015.6250000 100.732 205.470
792643.2291667 67.780 115.155
794270.8333333 156.707 114.940
795898.4375000 141.158 187.611
797526.0416667 96.708 171.128
799153.6458333 117.718 163.079
800781.2500000 100.116 200.200
802408.8541667 55.712 187.970
804036.4583333 33.759 172.687
805664.0625000 -14.677 112.153
807291.6666667 63.558 1.877
808919.2708333 193.784 64.700
810546.8750000 178.862 161.216
812174.4791667 146.542 212.860
813802.0833333 37.411 232.331
815429.6875000 14.439 103.785
817057.2916667 114.730 127.707
818684.8958333 30.240 168.051
820312.5000000 52.694 55.396
821940.1041667 144.789 116.319
823567.7083333 86.892 160.935
825195.3125000 82.675 146.428
826822.9166667 36.447 155.325
828450.5208333 43.264 62.311
830078.1250000 150.985 101.408
831705.7291667 84.541 190.915
833333.3333333 42.522 120.867
834960.9375000 93.054 149.692
836588.5416667 -8.147 177.668
838216.1458333 -28.890 39.172
839843.7500000 90.363 8.900
841471.3541667 139.950 70.617
843098.9583333 132.078 146.416
844726.5625000 27.490 162.452
846354.1666667 10.244 42.232
847981.7708333 115.449 23.240
849609.3750000 149.450 84.079
851236.9791667 140.212 138.450
852864.5833333 79.970 165.737
854492.1875000 36.376 127.796
856119.7916667 32.129 79.448
857747.3958333 82.392 42.576
859375.0000000 113.823 93.995
861002.6041667 63.413 80.120
862630.2083333 134.057 33.316
864257.8125000 174.677 136.791
865885.4166667 77.240 165.479
867513.0208333 71.910 100.262
869140.6250000 102.726 129.288
870768.2291667 42.585 137.198
872395.8333333 48.562 70.364
874023.4375000 89.137 86.705
875651.0416667 70.258 84.097
877278.6458333 102.994 77.756
878906.2500000 89.441 106.982
880533.8541667 93.922 89.259
882161.4583333 86.894 133.916
883789.0625000 23.006 91.397
885416.6666667 74.931 41.560
887044.2708333 89.179 58.153
888671.8750000 132.255 41.357
890299.4791667 157.874 126.449
891927.0833333 74.428 143.470
893554.6875000 65.585 94.462
895182.2916667 80.595 84.220
896809.8958333 92.684 86.664
898437.5000000 92.086 85.379
900065.1041667 124.605 101.672
901692.7083333 70.594 165.489
903320.3125000 0.356 80.769
904947.9166667 71.837 37.171
906575.5208333 75.895 42.311
908203.1250000 159.355 26.605
909830.7291667 159.767 171.140
911458.3333333 16.812 135.751
913085.9375000 81.357 55.215
914713.5416667 76.501 126.732
916341.1458333 19.400 63.730
917968.7500000 82.980 36.481
919596.3541667 70.733 49.659
921223.9583333 126.232 -0.480
922851.5625000 194.753 108.429
924479.1666667 65.689 162.893
926106.7708333 52.868 48.864
927734.3750000 125.178 83.690
929361.9791667 59.777 101.955
930989.5833333 92.937 31.459
932617.1875000 152.317 103.801
934244.7916667 55.516 149.883
935872.3958333 21.544 41.961
937500.0000000 128.730 26.029
939127.6041667 119.064 121.223
940755.2083333 45.860 92.031
942382.8125000 72.329 45.981
944010.4166667 95.398 49.670
945638.0208333 112.973 61.733
947265.6250000 103.468 80.953
948893.2291667 96.441 79.889
950520.8333333 74.970 74.956
952148.4375000 104.039 30.317
953776.0416667 146.520 98.382
955403.6458333 56.996 103.989
957031.2500000 99.587 35.184
958658.8541667 114.531 99.373
960286.4583333 71.949 66.616
961914.0625000 110.684 67.454
963541.6666667 84.457 71.914
965169.2708333 118.141 59.770
966796.8750000 92.558 100.649
968424.4791667 75.981 49.636
970052.0833333 120.386 59.664
971679.6875000 106.294 80.492
973307.2916667 94.756 79.973
974934.8958333 89.188 51.889
976562.5000000 137.555 61.387
978190.1041667 106.949 101.674
979817.7083333 109.274 70.522
981445.3125000 115.082 120.534
983072.9166667 49.832 100.917
984700.5208333 64.772 61.371
986328.1250000 66.513 41.454
987955.7291667 118.482 29.267
989583.3333333 115.312 77.232
991210.9375000 107.560 58.643
992838.5416667 112.838 94.712
994466.1458333 63.018 64.238
996093.7500000 116.887 34.935
997721.3541667 117.872 77.160
999348.9583333 106.355 71.867
1000976.5625000 91.971 74.524
1002604.1666667 105.283 39.692
1004231.7708333 134.016 75.485
1005859.3750000 102.401 73.005
1007486.9791667 129.535 77.309
1009114.5833333 86.262 93.185
1010742.1875000 111.252 40.111
1012369.7916667 141.323 97.367
1013997.3958333 91.121 98.292
1015625.0000000 95.736 85.262
1017252.6041667 79.520 66.717
1018880.2083333 127.206 54.200
1020507.8125000 115.911 108.537
1022135.4166667 85.371 85.181
1023763.0208333 95.653 89.638
1025390.6250000 72.488 78.954
1027018.2291667 87.874 62.808
1028645.8333333 86.778 63.781
1030273.4375000 100.221 56.289
1031901.0416667 99.891 66.825
1033528.6458333 106.217 59.511
1035156.2500000 106.868 78.347
1036783.8541667 91.605 63.652
1038411.4583333 115.322 60.663
1040039.0625000 113.857 81.379
1041666.6666667 98.232 88.219
1043294.2708333 83.988 67.944
